C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX322_CEC356_Au_Ag_Cu in H2_1.vms.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	2.5
KE_Cu2p	BE_Cu2p	CPS_Cu2p
541.61	945	23917.9
541.71	944.9	23799.7
541.81	944.8	23663.2
541.91	944.7	23744.1
542.01	944.6	23646.9
542.11	944.5	23690.6
542.21	944.4	23718.8
542.31	944.3	23695.7
542.41	944.2	23707
542.51	944.1	23759.8
542.61	944	23522.2
542.71	943.9	23615.8
542.81	943.8	23658.4
542.91	943.7	23449.9
543.01	943.6	23501
543.11	943.5	23445
543.21	943.4	23404.9
543.31	943.3	23313.5
543.41	943.2	23174.8
543.51	943.1	23136.9
543.61	943	22998.3
543.71	942.9	22966.9
543.81	942.8	22860.6
543.91	942.7	22827.8
544.01	942.6	22786.3
544.11	942.5	22612.8
544.21	942.4	22549.9
544.31	942.3	22393.7
544.41	942.2	22211.5
544.51	942.1	22081.4
544.61	942	22029.5
544.71	941.9	21814
544.81	941.8	21685
544.91	941.7	21526.8
545.01	941.6	21421.8
545.11	941.5	21253.7
545.21	941.4	21212.4
545.31	941.3	21225.9
545.41	941.2	21166
545.51	941.1	21121.7
545.61	941	21166.3
545.71	940.9	21072.3
545.81	940.8	21142.1
545.91	940.7	21227.3
546.01	940.6	21251.1
546.11	940.5	21244.6
546.21	940.4	21177.9
546.31	940.3	21314.7
546.41	940.2	21216.7
546.51	940.1	21187.3
546.61	940	21277.1
546.71	939.9	21290
546.81	939.8	21297.5
546.91	939.7	21216.8
547.01	939.6	21205.2
547.11	939.5	21107.2
547.21	939.4	21136.9
547.31	939.3	21060.3
547.41	939.2	20944.6
547.51	939.1	20994.8
547.61	939	20938.3
547.71	938.9	20652
547.81	938.8	20753.3
547.91	938.7	20737.2
548.01	938.6	20777.5
548.11	938.5	20724.5
548.21	938.4	20781.9
548.31	938.3	20778.8
548.41	938.2	20822.3
548.51	938.1	20905
548.61	938	20943.3
548.71	937.9	21019.9
548.81	937.8	21004.7
548.91	937.7	21110.2
549.01	937.6	21248.6
549.11	937.5	21369.1
549.21	937.4	21408.1
549.31	937.3	21516.2
549.41	937.2	21567.4
549.51	937.1	21582.4
549.61	937	21678.3
549.71	936.9	21769
549.81	936.8	21892.6
549.91	936.7	21880.9
550.01	936.6	21859.4
550.11	936.5	21882
550.21	936.4	21787.6
550.31	936.3	21796.7
550.41	936.2	21888.7
550.51	936.1	21792.5
550.61	936	21825.4
550.71	935.9	21917.5
550.81	935.8	21833.4
550.91	935.7	21911.7
551.01	935.6	21888.7
551.11	935.5	21986.9
551.21	935.4	22183.4
551.31	935.3	22263
551.41	935.2	22366.1
551.51	935.1	22527.1
551.61	935	22755.1
551.71	934.9	23052.4
551.81	934.8	23375.6
551.91	934.7	23711
552.01	934.6	24290.4
552.11	934.5	25002.8
552.21	934.4	25813.1
552.31	934.3	26964.8
552.41	934.2	28221.8
552.51	934.1	29642.8
552.61	934	31625.6
552.71	933.9	34129.7
552.81	933.8	37087.5
552.91	933.7	41102.1
553.01	933.6	46327.5
553.11	933.5	53223.4
553.21	933.4	62679.4
553.31	933.3	75297.7
553.41	933.2	91668.9
553.51	933.1	111634
553.61	933	133964
553.71	932.9	156354
553.81	932.8	174812
553.91	932.7	185967
554.01	932.6	186879
554.11	932.5	177618
554.21	932.4	160085
554.31	932.3	137290
554.41	932.2	113517
554.51	932.1	92122.9
554.61	932	74414.8
554.71	931.9	60598.1
554.81	931.8	50216.4
554.91	931.7	42569.3
555.01	931.6	36869.1
555.11	931.5	32490.9
555.21	931.4	29258.6
555.31	931.3	26721.5
555.41	931.2	24741.9
555.51	931.1	23109.4
555.61	931	21830.9
555.71	930.9	20765.6
555.81	930.8	19904.4
555.91	930.7	19133.4
556.01	930.6	18350.4
556.11	930.5	17791.4
556.21	930.4	17390.5
556.31	930.3	17015.4
556.41	930.2	16631.2
556.51	930.1	16249.7
556.61	930	15971.3
556.71	929.9	15643.9
556.81	929.8	15386.3
556.91	929.7	15195.3
557.01	929.6	14981.7
557.11	929.5	14805.6
557.21	929.4	14695.1
557.31	929.3	14467.2
557.41	929.2	14326.8
557.51	929.1	14177.1
557.61	929	14130.9
557.71	928.9	14010.1
557.81	928.8	13952.8
557.91	928.7	13855.2
558.01	928.6	13733.5
558.11	928.5	13651.3
558.21	928.4	13575.1
558.31	928.3	13538.9
558.41	928.2	13458
558.51	928.1	13448.2
558.61	928	13358.4
558.71	927.9	13236.6
558.81	927.8	13300.2
558.91	927.7	13229
559.01	927.6	13188.7
559.11	927.5	13149.7
559.21	927.4	13138.6
559.31	927.3	13015
559.41	927.2	13015.9
559.51	927.1	13030.4
559.61	927	12986.9
559.71	926.9	12980.4
559.81	926.8	12972.2
559.91	926.7	12951.9
560.01	926.6	12922.4
560.11	926.5	12852.9
560.21	926.4	12786
560.31	926.3	12793.9
560.41	926.2	12755.1
560.51	926.1	12747.8
560.61	926	12701.5
560.71	925.9	12745
560.81	925.8	12702.7
560.91	925.7	12631
561.01	925.6	12707.2
561.11	925.5	12726.4
561.21	925.4	12706.8
