C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX322_CEC356_Au_Ag_Cu in H2_1.vms.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Cu2p	BE_Cu2p	CPS_Cu2p
523.61	963	18526.8
523.71	962.9	18583.2
523.81	962.8	18450.5
523.91	962.7	18417.6
524.01	962.6	18363.3
524.11	962.5	18333.9
524.21	962.4	18340.8
524.31	962.3	18179.5
524.41	962.2	18183.5
524.51	962.1	18118.7
524.61	962	18116.2
524.71	961.9	17968.4
524.81	961.8	17996.8
524.91	961.7	18000.9
525.01	961.6	18011.4
525.11	961.5	17990.1
525.21	961.4	18031.9
525.31	961.3	17929.7
525.41	961.2	17876.6
525.51	961.1	18104.1
525.61	961	18025.8
525.71	960.9	18018.9
525.81	960.8	18030.3
525.91	960.7	18054
526.01	960.6	18031.1
526.11	960.5	18005.1
526.21	960.4	17961.7
526.31	960.3	18028.7
526.41	960.2	18124.6
526.51	960.1	18102.5
526.61	960	18049.8
526.71	959.9	18006.8
526.81	959.8	18084.5
526.91	959.7	18062.9
527.01	959.6	17969.2
527.11	959.5	18064.1
527.21	959.4	18037.1
527.31	959.3	18025.3
527.41	959.2	18029.6
527.51	959.1	18143.4
527.61	959	18010.4
527.71	958.9	18124.4
527.81	958.8	18079.7
527.91	958.7	18145.9
528.01	958.6	18250.2
528.11	958.5	18131.1
528.21	958.4	18199.9
528.31	958.3	18107.5
528.41	958.2	18102
528.51	958.1	18054.2
528.61	958	18160.8
528.71	957.9	18145.9
528.81	957.8	18219.2
528.91	957.7	18243.9
529.01	957.6	18332.4
529.11	957.5	18222.7
529.21	957.4	18213.7
529.31	957.3	18148.1
529.41	957.2	18270.6
529.51	957.1	18211.8
529.61	957	18168.6
529.71	956.9	18130
529.81	956.8	18140.1
529.91	956.7	18020.7
530.01	956.6	18034.9
530.11	956.5	18051.2
530.21	956.4	18089.1
530.31	956.3	18240.1
530.41	956.2	18156.2
530.51	956.1	18187
530.61	956	18283.7
530.71	955.9	18353.9
530.81	955.8	18405.8
530.91	955.7	18374.9
531.01	955.6	18464.4
531.11	955.5	18526.3
531.21	955.4	18642.3
531.31	955.3	18694.2
531.41	955.2	18787.6
531.51	955.1	18867.8
531.61	955	18967
531.71	954.9	18992.8
531.81	954.8	19172.4
531.91	954.7	19367.4
532.01	954.6	19520.9
532.11	954.5	19673
532.21	954.4	19973.6
532.31	954.3	20367.3
532.41	954.2	20766.1
532.51	954.1	21084.4
532.61	954	21394
532.71	953.9	21943.2
532.81	953.8	22418.8
532.91	953.7	23140.1
533.01	953.6	24080.4
533.11	953.5	25055.8
533.21	953.4	25990.5
533.31	953.3	27274.4
533.41	953.2	28711.1
533.51	953.1	30404.5
533.61	953	32054.9
533.71	952.9	33769.5
533.81	952.8	35631.7
533.91	952.7	37186.3
534.01	952.6	38251.7
534.11	952.5	38790.5
534.21	952.4	39034.8
534.31	952.3	38233.5
534.41	952.2	37133.4
534.51	952.1	35418.9
534.61	952	33601.9
534.71	951.9	31720.6
534.81	951.8	29732.4
534.91	951.7	28044.4
535.01	951.6	26501.4
535.11	951.5	25099.5
535.21	951.4	24060.6
535.31	951.3	23114.5
535.41	951.2	22243.4
535.51	951.1	21557.3
535.61	951	21050.9
535.71	950.9	20588.2
535.81	950.8	20277.6
535.91	950.7	19868.3
536.01	950.6	19591.3
536.11	950.5	19370.8
536.21	950.4	19179.4
536.31	950.3	19046
536.41	950.2	18907.9
536.51	950.1	18734.8
536.61	950	18601.1
536.71	949.9	18539.1
536.81	949.8	18464.8
536.91	949.7	18287
537.01	949.6	18182.9
537.11	949.5	18216.3
537.21	949.4	18064.1
537.31	949.3	18104.2
537.41	949.2	17949.4
537.51	949.1	17925.4
537.61	949	18045.4
537.71	948.9	18099.6
537.81	948.8	17953
537.91	948.7	17880.7
538.01	948.6	18003.7
538.11	948.5	17903.9
538.21	948.4	17848.4
538.31	948.3	17882.2
538.41	948.2	18021
538.51	948.1	18068.5
538.61	948	17948.5
538.71	947.9	18035.3
538.81	947.8	17971.9
538.91	947.7	18042.3
539.01	947.6	18172.2
539.11	947.5	18183.8
539.21	947.4	18241.6
539.31	947.3	18200.2
539.41	947.2	18320.8
539.51	947.1	18395.4
539.61	947	18363.9
539.71	946.9	18494.3
539.81	946.8	18619
539.91	946.7	18758.9
540.01	946.6	18786.6
540.11	946.5	18947.1
540.21	946.4	19110.4
540.31	946.3	19332.6
540.41	946.2	19655.1
540.51	946.1	19986.7
540.61	946	20300.4
540.71	945.9	20641.5
540.81	945.8	20954.2
540.91	945.7	21272.4
541.01	945.6	21556.2
541.11	945.5	21803.5
541.21	945.4	21908
541.31	945.3	21874.9
541.41	945.2	21764.9
541.51	945.1	21471.5
541.61	945	21214.8
541.71	944.9	20794.6
541.81	944.8	20332.6
541.91	944.7	19720.8
542.01	944.6	19173
542.11	944.5	18573.5
542.21	944.4	18080.1
542.31	944.3	17550.2
542.41	944.2	17055.5
542.51	944.1	16614.5
542.61	944	16117.6
542.71	943.9	15686.3
542.81	943.8	15433.3
