C:\Users\Mark\ownCloud\Muelheim Group\Projects\Gas phase background\EX321_CEC356_Au Ag and Cu in O2_clean.vms
Cu2p
	Characteristic Energy eV	1486.61	Acquisition Time s	0.9
KE_Cu2p	BE_Cu2p	CPS_Cu2p
526.31	960.3	27262.6
526.41	960.2	27080.8
526.51	960.1	26997.2
526.61	960	26880.1
526.71	959.9	26770.9
526.81	959.8	26780.8
526.91	959.7	26506.3
527.01	959.6	26454.8
527.11	959.5	26413.8
527.21	959.4	26477.3
527.31	959.3	26277.7
527.41	959.2	26402.2
527.51	959.1	26365.4
527.61	959	26322.6
527.71	958.9	26228.7
527.81	958.8	26198.1
527.91	958.7	26056.7
528.01	958.6	26151.1
528.11	958.5	26199.8
528.21	958.4	26268.4
528.31	958.3	26259
528.41	958.2	26160.3
528.51	958.1	26230.2
528.61	958	26156.3
528.71	957.9	26212.5
528.81	957.8	26291.5
528.91	957.7	26205.9
529.01	957.6	26445.8
529.11	957.5	26430.9
529.21	957.4	26459.1
529.31	957.3	26651.8
529.41	957.2	26680.6
529.51	957.1	26688.5
529.61	957	26640.8
529.71	956.9	26585.5
529.81	956.8	26763.8
529.91	956.7	26870.5
530.01	956.6	26986.3
530.11	956.5	27058.8
530.21	956.4	27131.7
530.31	956.3	27207.6
530.41	956.2	27342
530.51	956.1	27512.1
530.61	956	27489.4
530.71	955.9	27659.5
530.81	955.8	27930.7
530.91	955.7	28190.3
531.01	955.6	28238.9
531.11	955.5	28308.7
531.21	955.4	28687.6
531.31	955.3	28758.5
531.41	955.2	28893
531.51	955.1	29050.4
531.61	955	29264.8
531.71	954.9	29591.8
531.81	954.8	29759.1
531.91	954.7	30160.9
532.01	954.6	30347.7
532.11	954.5	30601.4
532.21	954.4	30896.4
532.31	954.3	31196
532.41	954.2	31710.3
532.51	954.1	31981.6
532.61	954	32464.9
532.71	953.9	32941
532.81	953.8	33578.2
532.91	953.7	34248.3
533.01	953.6	35276.9
533.11	953.5	36306.2
533.21	953.4	37552.8
533.31	953.3	38951.4
533.41	953.2	40585.4
533.51	953.1	42509.8
533.61	953	44545.2
533.71	952.9	46978.8
533.81	952.8	49396.7
533.91	952.7	51964.9
534.01	952.6	54043.8
534.11	952.5	55591.6
534.21	952.4	56525.7
534.31	952.3	56295.5
534.41	952.2	54926.4
534.51	952.1	53111.2
534.61	952	50641.3
534.71	951.9	48085.3
534.81	951.8	45078.5
534.91	951.7	42163.2
535.01	951.6	39444.7
535.11	951.5	37229.7
535.21	951.4	35209.4
535.31	951.3	33454
535.41	951.2	31945
535.51	951.1	30530
535.61	951	29417.6
535.71	950.9	28612.3
535.81	950.8	27856.6
535.91	950.7	27412.2
536.01	950.6	26761.9
536.11	950.5	26173.3
536.21	950.4	26027.7
536.31	950.3	25596.3
536.41	950.2	25331.3
536.51	950.1	25038
536.61	950	24987.5
536.71	949.9	24765.8
536.81	949.8	24328
536.91	949.7	24383.6
537.01	949.6	24332.3
537.11	949.5	24160
537.21	949.4	24054.7
537.31	949.3	23965.8
537.41	949.2	23972.6
537.51	949.1	23826.9
537.61	949	23668
537.71	948.9	23675.2
537.81	948.8	23531
537.91	948.7	23644.4
538.01	948.6	23561.3
538.11	948.5	23520
538.21	948.4	23485.1
538.31	948.3	23395.4
538.41	948.2	23430.5
538.51	948.1	23348
538.61	948	23386.9
538.71	947.9	23294.1
538.81	947.8	23355.8
538.91	947.7	23461.1
539.01	947.6	23470.6
539.11	947.5	23620.3
539.21	947.4	23621.1
539.31	947.3	23745.1
539.41	947.2	23809.4
539.51	947.1	23877.6
539.61	947	24064.4
539.71	946.9	24286.8
539.81	946.8	24338.2
539.91	946.7	24327.2
540.01	946.6	24406.9
540.11	946.5	24612.1
540.21	946.4	24653.3
540.31	946.3	24510.7
540.41	946.2	24442.6
540.51	946.1	24191
540.61	946	24110.4
540.71	945.9	24149.1
540.81	945.8	24029.3
540.91	945.7	23828.1
541.01	945.6	23848
541.11	945.5	23733
541.21	945.4	23813.2
541.31	945.3	23831.8
541.41	945.2	23846.5
541.51	945.1	23953.5
541.61	945	24074.3
541.71	944.9	24046.6
541.81	944.8	24354
541.91	944.7	24584
542.01	944.6	24743.9
542.11	944.5	24976.8
542.21	944.4	25231.5
542.31	944.3	25567.8
542.41	944.2	25466.6
542.51	944.1	25812.5
542.61	944	26044.2
542.71	943.9	26126.3
542.81	943.8	26173
542.91	943.7	26206.4
543.01	943.6	26335.1
543.11	943.5	26197.7
543.21	943.4	25926.2
543.31	943.3	25738.9
543.41	943.2	25698.2
543.51	943.1	25361.8
543.61	943	25206.8
543.71	942.9	24999
543.81	942.8	24893.3
543.91	942.7	24842.7
544.01	942.6	24720.2
544.11	942.5	24586.7
544.21	942.4	24567.6
544.31	942.3	24413.2
544.41	942.2	24341.9
544.51	942.1	24374.5
544.61	942	24219.9
544.71	941.9	24151.2
544.81	941.8	24227.2
544.91	941.7	24159.4
545.01	941.6	24090.2
545.11	941.5	24059.6
545.21	941.4	24109.7
545.31	941.3	24139.4
545.41	941.2	24103.3
545.51	941.1	24215.4
545.61	941	24223.1
545.71	940.9	24253.2
545.81	940.8	24251.6
545.91	940.7	24142.4
546.01	940.6	24137.1
546.11	940.5	23978.8
546.21	940.4	23938.3
546.31	940.3	23831.7
546.41	940.2	23497.6
546.51	940.1	23365
546.61	940	22982.5
546.71	939.9	22821.5
546.81	939.8	22654.5
546.91	939.7	22294.4
547.01	939.6	21998.7
547.11	939.5	21852.3
547.21	939.4	21534.7
547.31	939.3	21457
547.41	939.2	21285.8
547.51	939.1	21110.5
547.61	939	21129.5
547.71	938.9	20986.4
547.81	938.8	20845.6
547.91	938.7	20891.2
548.01	938.6	20791.8
548.11	938.5	20824.8
548.21	938.4	20750.7
548.31	938.3	20900.5
548.41	938.2	20897.1
548.51	938.1	20832.3
548.61	938	20858.6
548.71	937.9	21032
548.81	937.8	21088
548.91	937.7	21098
549.01	937.6	21123.3
549.11	937.5	21207.3
549.21	937.4	21468.6
549.31	937.3	21511.7
549.41	937.2	21614.7
549.51	937.1	21682
549.61	937	21693.9
549.71	936.9	21883.7
549.81	936.8	21920.6
549.91	936.7	21923.6
550.01	936.6	22111.6
550.11	936.5	22397.8
550.21	936.4	22392.6
550.31	936.3	22669.7
550.41	936.2	22788
550.51	936.1	23124
550.61	936	23369.6
550.71	935.9	23673.1
550.81	935.8	24029.8
550.91	935.7	24336.6
551.01	935.6	24703.4
551.11	935.5	25230.1
551.21	935.4	25506.1
551.31	935.3	25851.5
551.41	935.2	26283.4
551.51	935.1	26713.6
551.61	935	27010.9
551.71	934.9	27231.8
551.81	934.8	27905.7
551.91	934.7	28082.4
552.01	934.6	28521.4
552.11	934.5	28793.9
552.21	934.4	29402.8
552.31	934.3	30009.5
552.41	934.2	30553.5
552.51	934.1	31259.7
552.61	934	32253.7
552.71	933.9	33507.9
552.81	933.8	34858.7
552.91	933.7	36419.1
553.01	933.6	38803.2
553.11	933.5	41757.2
553.21	933.4	45679.6
553.31	933.3	50737.5
553.41	933.2	57442.8
553.51	933.1	65823.9
553.61	933	75271.2
553.71	932.9	85333
553.81	932.8	94793.4
553.91	932.7	102381
554.01	932.6	106667
554.11	932.5	106590
554.21	932.4	102581
554.31	932.3	94988.3
554.41	932.2	85363.3
554.51	932.1	75133.5
554.61	932	64603.6
554.71	931.9	55345.1
554.81	931.8	47371.4
554.91	931.7	40778.5
555.01	931.6	35568.1
555.11	931.5	31466.2
555.21	931.4	28303.4
555.31	931.3	25670.3
555.41	931.2	23757.4
555.51	931.1	22041.3
555.61	931	20801.9
555.71	930.9	19934.9
555.81	930.8	19073.9
555.91	930.7	18515.6
556.01	930.6	17987.1
556.11	930.5	17304.7
556.21	930.4	17106.2
556.31	930.3	16722.3
556.41	930.2	16390.9
556.51	930.1	16245.2
556.61	930	15913
556.71	929.9	15677.5
556.81	929.8	15662.9
556.91	929.7	15546.6
557.01	929.6	15263.9
557.11	929.5	15146
557.21	929.4	14978.7
557.31	929.3	14949
557.41	929.2	14892.4
557.51	929.1	14897.5
557.61	929	14716.8
557.71	928.9	14576.9
557.81	928.8	14512.4
557.91	928.7	14547.4
558.01	928.6	14484.5
558.11	928.5	14445.8
558.21	928.4	14311.7
558.31	928.3	14300
558.41	928.2	14353.5
558.51	928.1	14370.1
558.61	928	14203.3
558.71	927.9	14264.1
558.81	927.8	14222.4
558.91	927.7	14196.6
559.01	927.6	14106.5
559.11	927.5	14125.1
559.21	927.4	13998.4
559.31	927.3	13964.4
559.41	927.2	13948
559.51	927.1	13935.8
559.61	927	13884.5
559.71	926.9	13905.3
559.81	926.8	13897.5
559.91	926.7	13953.4
560.01	926.6	13966.5
560.11	926.5	13943.6
560.21	926.4	13866.6
560.31	926.3	13849.9
560.41	926.2	13849.5
560.51	926.1	13901.8
560.61	926	13901.7
560.71	925.9	13778.4
560.81	925.8	13794.7
560.91	925.7	13837.8
561.01	925.6	13737.1
561.11	925.5	13729.3
