c:\users\mark\owncloud\muelheim group\projects\gas phase background\ex391_cec356_o2 test without sample 1.vms
O1s
	Characteristic Energy eV	1486.61	Acquisition Time s	1
KE_O1s	BE_O1s	CPS_O1s	Background_O1s
921.91	564.7	34.2615	34.2615
922.01	564.6	37.9691	37.9691
922.11	564.5	35.8622	35.8622
922.21	564.4	35.8981	35.8981
922.31	564.3	36.508	36.508
922.41	564.2	35.2466	35.2466
922.51	564.1	34.5088	34.5088
922.61	564	34.7667	34.7667
922.71	563.9	36.1333	36.1333
922.81	563.8	37.1739	37.1739
922.91	563.7	38.2935	38.2935
923.01	563.6	35.3747	35.3747
923.11	563.5	33.2051	33.2051
923.21	563.4	33.9962	33.9962
923.31	563.3	32.7623	32.7623
923.41	563.2	34.5062	34.5062
923.51	563.1	34.8142	34.8142
923.61	563	37.3649	37.3649
923.71	562.9	35.7865	35.7865
923.81	562.8	37.3354	37.3354
923.91	562.7	38.0763	38.0763
924.01	562.6	38.3585	38.3585
924.11	562.5	39.3525	39.3525
924.21	562.4	41.7476	41.7476
924.31	562.3	39.3307	39.3307
924.41	562.2	41.7069	41.7069
924.51	562.1	41.1256	41.1256
924.61	562	42.758	42.758
924.71	561.9	46.7903	46.7903
924.81	561.8	48.199	48.199
924.91	561.7	48.6533	48.6533
925.01	561.6	46.3142	46.3142
925.11	561.5	45.2009	45.2009
925.21	561.4	45.7982	45.7982
925.31	561.3	42.4703	42.4703
925.41	561.2	43.2176	43.2176
925.51	561.1	43.1239	43.1239
925.61	561	43.4971	43.4971
925.71	560.9	41.0715	41.0715
925.81	560.8	41.285	41.285
925.91	560.7	41.9475	41.9475
926.01	560.6	39.5724	39.5724
926.11	560.5	39.3646	39.3646
926.21	560.4	39.4714	39.4714
926.31	560.3	42.9828	42.9828
926.41	560.2	39.7571	39.7571
926.51	560.1	39.058	39.058
926.61	560	40.123	40.123
926.71	559.9	40.4767	40.4767
926.81	559.8	39.0296	39.0296
926.91	559.7	37.0224	37.0224
927.01	559.6	36.2389	36.2389
927.11	559.5	39.1238	39.1238
927.21	559.4	36.2697	36.2697
927.31	559.3	39.2615	39.2615
927.41	559.2	37.5411	37.5411
927.51	559.1	34.4752	34.4752
927.61	559	32.1076	32.1076
927.71	558.9	30.5782	30.5782
927.81	558.8	28.6776	28.6776
927.91	558.7	27.8073	27.8073
928.01	558.6	30.6802	30.6802
928.11	558.5	30.1928	30.1928
928.21	558.4	32.4642	32.4642
928.31	558.3	29.5954	29.5954
928.41	558.2	31.9726	31.9726
928.51	558.1	33.5416	33.5416
928.61	558	30.8477	30.8477
928.71	557.9	32.3303	32.3303
928.81	557.8	32.5883	32.5883
928.91	557.7	32.6331	32.6331
929.01	557.6	32.8077	32.8077
929.11	557.5	31.8068	31.8068
929.21	557.4	32.6084	32.6084
929.31	557.3	32.0601	32.0601
929.41	557.2	32.384	32.384
929.51	557.1	32.9662	32.9662
929.61	557	33.1827	33.1827
929.71	556.9	32.0938	32.0938
929.81	556.8	33.1293	33.1293
929.91	556.7	32.1378	32.1378
930.01	556.6	32.9898	32.9898
930.11	556.5	35.0995	35.0995
930.21	556.4	33.1248	33.1248
930.31	556.3	33.1752	33.1752
930.41	556.2	32.5624	32.5624
930.51	556.1	34.0531	34.0531
930.61	556	33.1766	33.1766
930.71	555.9	31.2072	31.2072
930.81	555.8	30.5603	30.5603
930.91	555.7	30.3683	30.3683
931.01	555.6	29.9499	29.9499
931.11	555.5	28.9519	28.9519
931.21	555.4	30.6778	30.6778
931.31	555.3	27.835	27.835
931.41	555.2	28.7658	28.7658
931.51	555.1	25.3346	25.3346
931.61	555	24.8898	24.8898
931.71	554.9	27.9349	27.9349
931.81	554.8	28.2342	28.2342
931.91	554.7	28.1397	28.1397
932.01	554.6	30.5621	30.5621
932.11	554.5	29.154	29.154
932.21	554.4	29.2308	29.2308
932.31	554.3	25.1895	25.1895
932.41	554.2	25.0526	25.0526
932.51	554.1	23.6535	23.6535
932.61	554	21.6846	21.6846
932.71	553.9	19.9586	19.9586
932.81	553.8	17.0643	17.0643
932.91	553.7	17.2077	17.2077
933.01	553.6	16.7535	16.7535
933.11	553.5	16.0533	16.0533
933.21	553.4	16.5814	16.5814
933.31	553.3	16.4707	16.4707
933.41	553.2	16.0801	16.0801
933.51	553.1	14.6141	14.6141
933.61	553	14.2331	14.2331
933.71	552.9	15.2682	15.2682
933.81	552.8	15.107	15.107
933.91	552.7	14.0136	14.0136
934.01	552.6	14.0333	14.0333
934.11	552.5	15.9496	15.9496
934.21	552.4	15.2625	15.2625
934.31	552.3	14.9746	14.9746
934.41	552.2	14.1583	14.1583
934.51	552.1	15.6494	15.6494
934.61	552	16.4149	16.4149
934.71	551.9	16.9653	16.9653
934.81	551.8	15.7092	15.7092
934.91	551.7	17.0938	17.0938
935.01	551.6	14.3938	14.3938
935.11	551.5	14.8162	14.8162
935.21	551.4	16.0752	16.0752
935.31	551.3	16.6123	16.6123
935.41	551.2	18.8816	18.8816
935.51	551.1	18.6929	18.6929
935.61	551	23.4718	23.4718
935.71	550.9	23.1472	23.1472
935.81	550.8	25.2382	25.2382
935.91	550.7	29.1411	29.1411
936.01	550.6	30.7933	30.7933
936.11	550.5	33.7617	33.7617
936.21	550.4	35.9197	35.9197
936.31	550.3	36.0689	36.0689
936.41	550.2	41.754	41.754
936.51	550.1	45.3817	45.3817
936.61	550	45.3282	45.3282
936.71	549.9	47.9459	47.9459
936.81	549.8	48.7541	48.7541
936.91	549.7	51.7648	51.7648
937.01	549.6	49.6679	49.6679
937.11	549.5	55.9391	55.9391
937.21	549.4	60.0956	60.0956
937.31	549.3	59.8476	59.8476
937.41	549.2	59.9519	59.9519
937.51	549.1	60.4033	60.4033
937.61	549	58.2844	58.2844
937.71	548.9	59.4379	59.4379
937.81	548.8	61.9009	61.9009
937.91	548.7	57.5137	57.5137
938.01	548.6	58.8287	58.8287
938.11	548.5	59.9386	59.9386
938.21	548.4	59.6656	59.6656
938.31	548.3	60.6959	60.6959
938.41	548.2	59.4844	59.4844
938.51	548.1	61.1613	61.1613
938.61	548	61.9676	61.9676
938.71	547.9	65.9632	65.9632
938.81	547.8	65.43	65.43
938.91	547.7	65.8352	65.8352
939.01	547.6	65.394	65.394
939.11	547.5	59.8786	59.8786
939.21	547.4	56.956	56.956
939.31	547.3	55.6686	55.6686
939.41	547.2	51.977	51.977
939.51	547.1	50.0668	50.0668
939.61	547	42.399	42.399
939.71	546.9	39.2608	39.2608
939.81	546.8	35.0152	35.0152
939.91	546.7	30.0151	30.0151
940.01	546.6	24.5398	24.5398
940.11	546.5	22.3525	22.3525
940.21	546.4	18.5827	18.5827
940.31	546.3	15.0952	15.0952
940.41	546.2	13.7323	13.7323
940.51	546.1	9.70168	9.70168
940.61	546	9.17077	9.17077
940.71	545.9	7.32842	7.32842
940.81	545.8	6.63317	6.63317
940.91	545.7	5.06794	5.06794
941.01	545.6	5.12123	5.12123
941.11	545.5	4.25928	4.25928
941.21	545.4	3.69726	3.69726
941.31	545.3	3.63249	3.63249
941.41	545.2	3.01695	3.01695
941.51	545.1	3.48397	3.48397
941.61	545	3.64161	3.64161
941.71	544.9	2.95995	2.95995
941.81	544.8	4.01984	4.01984
941.91	544.7	3.43557	3.43557
942.01	544.6	2.87672	2.87672
942.11	544.5	3.24539	3.24539
942.21	544.4	3.49072	3.49072
942.31	544.3	3.35424	3.35424
942.41	544.2	2.79798	2.79798
942.51	544.1	3.26642	3.26642
942.61	544	3.09027	3.09027
942.71	543.9	2.32958	2.32958
942.81	543.8	3.21473	3.21473
942.91	543.7	3.44372	3.44372
943.01	543.6	3.56554	3.56554
943.11	543.5	4.08638	4.08638
943.21	543.4	4.05377	4.05377
943.31	543.3	3.49759	3.49759
943.41	543.2	4.32812	4.32812
943.51	543.1	4.40042	4.40042
943.61	543	4.03187	4.03187
943.71	542.9	4.42251	4.42251
943.81	542.8	5.19427	5.19427
943.91	542.7	6.04774	6.04774
944.01	542.6	5.49241	5.49241
944.11	542.5	6.28479	6.28479
944.21	542.4	6.02015	6.02015
944.31	542.3	6.53116	6.53116
944.41	542.2	7.62484	7.62484
944.51	542.1	8.29133	8.29133
944.61	542	8.60352	8.60352
944.71	541.9	7.84422	7.84422
944.81	541.8	8.51846	8.51846
944.91	541.7	9.05119	9.05119
945.01	541.6	11.4808	11.4808
945.11	541.5	14.5376	14.5376
945.21	541.4	17.9506	17.9506
945.31	541.3	20.268	20.268
945.41	541.2	24.7437	24.7437
945.51	541.1	35.3633	35.3633
945.61	541	51.2318	51.2318
945.71	540.9	66.4568	66.4568
945.81	540.8	99.8711	99.8711
945.91	540.7	145.98	145.98
946.01	540.6	210.153	210.153
946.11	540.5	271.61	271.61
946.21	540.4	334.938	334.938
946.31	540.3	381.387	381.387
946.41	540.2	389.575	389.575
946.51	540.1	362.282	362.282
946.61	540	320.557	320.557
946.71	539.9	266.399	266.399
946.81	539.8	232.861	232.861
946.91	539.7	247.795	247.795
947.01	539.6	312.69	312.69
947.11	539.5	423.334	423.334
947.21	539.4	585.413	585.413
947.31	539.3	756.932	756.932
947.41	539.2	884.515	884.515
947.51	539.1	927.372	927.372
947.61	539	862.868	862.868
947.71	538.9	716.911	716.911
947.81	538.8	516.378	516.378
947.91	538.7	333.222	333.222
948.01	538.6	185.597	185.597
948.11	538.5	106.139	106.139
948.21	538.4	69.1003	69.1003
948.31	538.3	48.1451	48.1451
948.41	538.2	37.7538	37.7538
948.51	538.1	29.1689	29.1689
948.61	538	22.4524	22.4524
948.71	537.9	20.0565	20.0565
948.81	537.8	18.4061	18.4061
948.91	537.7	14.7642	14.7642
949.01	537.6	12.8397	12.8397
949.11	537.5	12.9147	12.9147
949.21	537.4	10.5362	10.5362
949.31	537.3	9.81306	9.81306
949.41	537.2	8.61918	8.61918
949.51	537.1	8.1682	8.1682
949.61	537	8.09495	8.09495
949.71	536.9	8.08223	8.08223
949.81	536.8	6.5376	6.5376
949.91	536.7	5.64235	5.64235
950.01	536.6	5.52894	5.52894
950.11	536.5	5.02584	5.02584
950.21	536.4	5.33365	5.33365
950.31	536.3	4.96362	4.96362
950.41	536.2	4.4986	4.4986
950.51	536.1	4.53706	4.53706
950.61	536	3.9952	3.9952
950.71	535.9	3.42125	3.42125
950.81	535.8	3.76959	3.76959
950.91	535.7	3.56127	3.56127
951.01	535.6	3.63422	3.63422
951.11	535.5	3.3423	3.3423
951.21	535.4	2.7869	2.7869
951.31	535.3	2.81505	2.81505
951.41	535.2	2.36264	2.36264
951.51	535.1	2.94931	2.94931
951.61	535	3.46081	3.46081
951.71	534.9	2.77188	2.77188
951.81	534.8	2.8768	2.8768
951.91	534.7	2.56711	2.56711
952.01	534.6	2.47671	2.47671
952.11	534.5	2.02003	2.02003
952.21	534.4	3.05033	3.05033
952.31	534.3	2.64918	2.64918
952.41	534.2	2.14694	2.14694
952.51	534.1	1.65615	1.65615
952.61	534	2.13051	2.13051
952.71	533.9	2.39972	2.39972
952.81	533.8	2.11834	2.11834
952.91	533.7	1.79877	1.79877
953.01	533.6	2.06318	2.06318
953.11	533.5	1.94975	1.94975
953.21	533.4	2.0271	2.0271
953.31	533.3	1.16931	1.16931
953.41	533.2	1.64019	1.64019
953.51	533.1	1.55826	1.55826
953.61	533	2.34989	2.34989
953.71	532.9	1.99652	1.99652
953.81	532.8	1.60933	1.60933
953.91	532.7	1.50111	1.50111
954.01	532.6	1.56707	1.56707
954.11	532.5	2.0359	2.0359
954.21	532.4	1.79124	1.79124
954.31	532.3	1.79861	1.79861
954.41	532.2	1.49709	1.49709
954.51	532.1	1.61761	1.61761
954.61	532	1.16198	1.16198
954.71	531.9	1.06843	1.06843
954.81	531.8	1.06193	1.06193
954.91	531.7	0.964787	0.964787
955.01	531.6	0.88195	0.88195
955.11	531.5	1.30912	1.30912
955.21	531.4	1.10182	1.10182
955.31	531.3	0.887611	0.887611
955.41	531.2	1.3592	1.3592
955.51	531.1	1.24422	1.24422
955.61	531	0.848417	0.848417
955.71	530.9	0.961546	0.961546
955.81	530.8	0.792498	0.792498
955.91	530.7	0.767244	0.767244
956.01	530.6	0.946172	0.946172
956.11	530.5	1.29574	1.29574
956.21	530.4	0.704097	0.704097
956.31	530.3	0.543959	0.543959
956.41	530.2	1.10595	1.10595
956.51	530.1	0.929717	0.929717
956.61	530	0.73935	0.73935
956.71	529.9	0.816896	0.816896
956.81	529.8	0.614247	0.614247
956.91	529.7	0.995001	0.995001
957.01	529.6	1.04209	1.04209
957.11	529.5	1.21879	1.21879
957.21	529.4	1.06203	1.06203
957.31	529.3	1.14152	1.14152
957.41	529.2	1.1342	1.1342
957.51	529.1	0.918897	0.918897
957.61	529	1.19005	1.19005
957.71	528.9	0.894394	0.894394
957.81	528.8	0.934076	0.934076
957.91	528.7	0.719036	0.719036
958.01	528.6	0.711692	0.711692
958.11	528.5	1.13662	1.13662
958.21	528.4	0.862896	0.862896
958.31	528.3	0.813689	0.813689
958.41	528.2	0.830327	0.830327
958.51	528.1	0.895953	0.895953
958.61	528	1.00163	1.00163
958.71	527.9	0.98661	0.98661
958.81	527.8	0.935791	0.935791
958.91	527.7	0.921859	0.921859
959.01	527.6	0.688303	0.688303
959.11	527.5	0.609293	0.609293
959.21	527.4	0.790741	0.790741
959.31	527.3	0.614893	0.614893
959.41	527.2	0.827003	0.827003
959.51	527.1	1.00314	1.00314
959.61	527	0.871028	0.871028
959.71	526.9	0.67424	0.67424
959.81	526.8	0.689216	0.689216
959.91	526.7	0.793243	0.793243
960.01	526.6	0.911561	0.911561
960.11	526.5	1.16721	1.16721
960.21	526.4	0.913451	0.913451
960.31	526.3	0.936269	0.936269
960.41	526.2	0.823989	0.823989
960.51	526.1	0.989463	0.989463
960.61	526	1.05157	1.05157
960.71	525.9	0.694139	0.694139
960.81	525.8	0.721393	0.721393
960.91	525.7	0.956006	0.956006
961.01	525.6	0.878696	0.878696
961.11	525.5	0.922884	0.922884
961.21	525.4	0.542791	0.542791
961.31	525.3	0.610327	0.610327
961.41	525.2	0.823011	0.823011
961.51	525.1	0.905872	0.905872
961.61	525	0.647676	0.647676
961.71	524.9	0.592783	0.592783
961.81	524.8	0.810854	0.810854
961.91	524.7	0.870106	0.870106
962.01	524.6	0.986077	0.986077
962.11	524.5	1.14769	1.14769
962.21	524.4	0.725458	0.725458
962.31	524.3	0.912361	0.912361
962.41	524.2	0.707654	0.707654
962.51	524.1	0.65075	0.65075
962.61	524	0.728158	0.728158
962.71	523.9	0.797216	0.797216
962.81	523.8	1.19508	1.19508
962.91	523.7	0.848181	0.848181
963.01	523.6	0.388169	0.388169
963.11	523.5	0.78174	0.78174
963.21	523.4	0.743058	0.743058
963.31	523.3	0.464745	0.464745
963.41	523.2	0.731291	0.731291
963.51	523.1	0.649857	0.649857
963.61	523	0.947901	0.947901
963.71	522.9	0.890897	0.890897
963.81	522.8	0.748744	0.748744
963.91	522.7	0.862514	0.862514
964.01	522.6	0.523055	0.523055
964.11	522.5	0.966076	0.966076
964.21	522.4	0.686979	0.686979
964.31	522.3	0.573957	0.573957
964.41	522.2	0.771283	0.771283
964.51	522.1	0.735598	0.735598
964.61	522	0.681759	0.681759
964.71	521.9	0.55708	0.55708
964.81	521.8	0.624552	0.624552
964.91	521.7	0.551501	0.551501
965.01	521.6	0.792003	0.792003
965.11	521.5	0.601178	0.601178
965.21	521.4	0.951965	0.951965
965.31	521.3	0.958397	0.958397
965.41	521.2	0.632714	0.632714
965.51	521.1	0.482474	0.482474
965.61	521	0.648715	0.648715
965.71	520.9	0.775387	0.775387
965.81	520.8	0.74392	0.74392
965.91	520.7	0.417445	0.417445
966.01	520.6	0.715462	0.715462
966.11	520.5	0.68588	0.68588
966.21	520.4	0.584949	0.584949
966.31	520.3	0.59142	0.59142
966.41	520.2	0.735651	0.735651
966.51	520.1	0.714506	0.714506
966.61	520	0.517539	0.517539
